"RELEASE_NUMBER","INTERVIEW_ID","AGE","OCC_2010","HOURLY.REGULAR.RATE","YRS.PRES.EMP","WAGES","WTR.GRADUATED","YR.WRKED.FULLTIME","WORK.WEEKS","TOTAL.HOURS","COMPLETED.ED","SEX_1","SEX_2","RACE_1","RACE_2","RACE_3","RACE_4","RACE_5","RACE_7","RACE_9","CURRENT.REGION_1","CURRENT.REGION_2","CURRENT.REGION_3","CURRENT.REGION_4","CURRENT.REGION_5","CURRENT.REGION_6","YEAR_2017","YEAR_2019","occupation_des","soc_code"
2,8145,36,1530,0,5,110000,1,7,51,2295,17,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"Engineers, all other","17-2199 "
2,9445,40,110,0,10,115000,1,22,50,2500,12,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"Computer and information systems managers","11-3021"
2,1436,65,1005,0,9,68000,1,14,47,1880,16,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,"Computer and information research scientists","15-1111"
2,1568,40,1460,998,0,2e+05,1,18,52,2080,17,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,"Mechanical engineers","17-2141 "
2,247,37,110,0,11,177000,1,1,50,3000,16,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"Computer and information systems managers","11-3021"
2,8603,23,1430,13.2,0,42000,1,2,50,3250,15,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"Industrial engineers, including health and safety","17-2110 "
2,7440,35,300,0,4,52000,1,17,51,2277,14,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"Architectural and engineering managers","11-9041"
2,6275,52,1740,0,4,33000,1,3,50,1984,16,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"Environmental scientists and geoscientists","19-2040 "
2,7004,47,1360,0,13,60000,1,1,50,2000,17,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"Civil engineers","17-2051 "
2,4330,57,1440,0,3,250000,0,24,50,2200,12,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,"Marine engineers and naval architects","17-2121 "
2,557,65,1105,0,9,116000,1,10,52,3640,17,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"Network and computer systems administrators","15-1142  "
2,426,29,1060,0,1,58000,1,2,49,1976,17,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,"Database administrators","15-1141 "
2,9462,45,1540,0,11,55000,1,10,49,1960,14,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,"Drafters","17-3010 "
2,1340,51,1050,30,13,76000,1,6,42,1668,16,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"Computer support specialists","15-1150  "
2,4625,41,1107,0,4,170000,1,3,49,2050,16,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,"Computer occupations, all other","15-1199"
2,6879,30,1815,0,3,67000,1,2,49,2058,17,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,"Survey researchers","19-3022 "
2,6258,53,1420,0,16,132000,1,1,48,2420,16,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,"Environmental engineers","17-2081 "
2,5363,34,1020,0,0,600,1,2,28,283,14,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"Software developers, applications and systems software","15-113X  "
2,2263,30,1920,0,0,32000,2,7,50,2167,14,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"Chemical technicians","19-4031"
2,3006,62,1460,79,5,108431,1,12,50,2000,12,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"Mechanical engineers","17-2141 "
2,7095,42,1105,0,17,72000,1,22,45,1800,17,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"Network and computer systems administrators","15-1142  "
2,297,40,1050,24,11,50000,1,18,51,2040,16,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,"Computer support specialists","15-1150  "
2,8846,33,1020,0,2,2e+05,1,3,50,2000,17,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,"Software developers, applications and systems software","15-113X  "
2,1580,37,1020,0,0,30000,1,1,50,1250,14,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,"Software developers, applications and systems software","15-113X  "
2,3728,66,1840,0,0,60000,1,11,51,2295,17,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"Urban and regional planners","19-3051 "
2,3098,35,1860,0,6,90000,1,3,49,2068,17,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"Miscellaneous social scientists and related workers","19-3090"
2,6800,36,1105,0,11,68000,1,15,46,1854,17,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"Network and computer systems administrators","15-1142  "
2,5593,27,1020,0,2,55000,1,0,46,1932,17,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"Software developers, applications and systems software","15-113X  "
2,7046,40,1965,0,0,5200,2,1,4,172,11,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"Miscellaneous life, physical, and social science technicians","19-4090"
2,3413,57,1600,0,0,0,1,2,52,2600,16,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"Agricultural and food scientists","19-1010"
2,5122,25,1060,33,2,87000,1,1,50,2076,16,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,"Database administrators","15-1141 "
2,3041,58,1540,37,2,75000,1,13,52,2184,12,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"Drafters","17-3010 "
2,3522,28,1020,0,1,50000,0,0,52,2084,14,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"Software developers, applications and systems software","15-113X  "
2,6115,64,1010,0,4,90000,1,25,50,2000,17,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"Computer programmers","15-1131 "
2,257,56,1460,35,9,80000,1,6,46,2088,12,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"Mechanical engineers","17-2141 "
2,394,51,1460,0,16,115000,1,0,45,1792,16,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"Mechanical engineers","17-2141 "
2,7634,50,1550,33.25,11,82000,1,0,48,2514,17,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,"Engineering technicians, except drafters","17-3020 "
2,674,54,1350,0,26,138000,1,1,47,2115,17,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,"Chemical engineers","17-2041 "
2,6870,55,110,0,6,90000,1,5,51,2140,16,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"Computer and information systems managers","11-3021"
2,1083,51,110,25,0,40000,1,20,8,308,16,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,"Computer and information systems managers","11-3021"
2,7407,57,1610,0,5,127000,1,3,49,2187,14,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"Biological scientists","19-1020 "
2,6488,57,1050,0,19,86500,1,15,43,1720,16,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"Computer support specialists","15-1150  "
2,4975,31,1105,0,4,72000,1,14,51,2550,16,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"Network and computer systems administrators","15-1142  "
2,9305,27,110,125,0,65000,1,1,50,2250,16,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,"Computer and information systems managers","11-3021"
2,9291,61,1410,35,29,100200,1,8,52,3276,14,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"Electrical and electronics engineers","17-2070 "
2,6017,40,1007,0,4,141000,1,4,51,3036,13,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,"Information security analysts","15-1122"
2,4227,62,1540,0,5,88726,1,9,44,1967,14,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"Drafters","17-3010 "
2,5476,64,1007,0,0,126000,1,12,50,3012,17,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,"Information security analysts","15-1122"
2,6463,29,1220,65,5,135000,1,5,50,2020,16,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"Operations research analysts","15-2031 "
2,8420,31,1560,19,0,26000,1,2,50,1004,17,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"Surveying and mapping technicians","17-3031 "
2,7144,34,1610,0,11,70000,1,12,49,1944,17,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"Biological scientists","19-1020 "
2,6938,33,110,0,6,65000,1,2,51,2040,16,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,"Computer and information systems managers","11-3021"
2,3046,39,1010,99,0,250000,1,1,50,1800,16,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,"Computer programmers","15-1131 "
2,3607,25,1050,43.26,2,70000,1,6,50,2038,12,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"Computer support specialists","15-1150  "
2,6667,26,1815,0,3,57000,1,3,52,2080,16,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"Survey researchers","19-3022 "
2,7050,33,1920,18.4,9,38000,1,1,48,1960,17,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"Chemical technicians","19-4031"
2,5070,58,1050,30.81,2,56659,1,9,49,1952,12,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"Computer support specialists","15-1150  "
2,4728,29,1430,0,1,80000,1,1,51,2540,17,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"Industrial engineers, including health and safety","17-2110 "
2,7829,56,1360,0,10,160000,1,1,47,2124,16,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,"Civil engineers","17-2051 "
2,6865,47,1460,20,0,50000,2,17,42,2310,15,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"Mechanical engineers","17-2141 "
2,6416,29,1105,0,1,70000,1,4,49,1960,16,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,"Network and computer systems administrators","15-1142  "
2,892,38,1460,0,16,140000,1,0,46,1840,16,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"Mechanical engineers","17-2141 "
2,6360,49,1610,0,4,96000,1,9,46,1840,17,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"Biological scientists","19-1020 "
2,8080,40,1800,0,16,145000,1,6,46,2088,17,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,"Economists","19-3011 "
2,5952,40,1610,300,0,287000,1,3,49,2450,17,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,"Biological scientists","19-1020 "
2,9535,41,110,0,6,45000,1,22,52,2340,16,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,"Computer and information systems managers","11-3021"
2,7171,63,1010,0,11,106000,1,10,45,2682,17,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,"Computer programmers","15-1131 "
2,5500,38,1020,0,0,82000,1,5,48,1970,17,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,"Software developers, applications and systems software","15-113X  "
2,3330,68,1340,0,9,126000,1,17,46,2084,17,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,"Biomedical engineers","17-2031"
2,3574,40,1460,0,9,86000,1,0,46,2300,16,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"Mechanical engineers","17-2141 "
2,5613,38,1860,0,0,13000,1,0,51,2056,17,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,"Miscellaneous social scientists and related workers","19-3090"
2,2908,32,1560,0,6,82500,1,1,44,1860,16,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,"Surveying and mapping technicians","17-3031 "
2,585,44,1020,0,5,109000,1,8,38,1643,12,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,"Software developers, applications and systems software","15-113X  "
2,6312,35,1450,0,1,80000,1,0,47,1974,16,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,"Materials engineers","17-2131 "
2,1977,42,1460,0,13,135000,1,12,49,2068,16,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,"Mechanical engineers","17-2141 "
2,7900,34,1550,21.4,6,44000,2,3,48,1920,15,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"Engineering technicians, except drafters","17-3020 "
2,7802,41,110,0,16,115000,1,19,52,2600,16,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"Computer and information systems managers","11-3021"
2,3540,28,1060,0,2,131000,1,1,48,2160,16,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"Database administrators","15-1141 "
2,3745,36,1020,0,6,1e+05,1,6,43,2064,16,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,"Software developers, applications and systems software","15-113X  "
2,2399,43,110,0,16,158000,1,1,49,2440,16,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"Computer and information systems managers","11-3021"
2,4133,31,1050,0,12,75000,1,8,44,1926,16,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"Computer support specialists","15-1150  "
2,7935,42,360,0,7,86000,1,2,48,1936,17,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"Natural sciences managers","11-9121"
2,7592,49,1020,0,1,85000,1,17,51,2024,13,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"Software developers, applications and systems software","15-113X  "
2,3354,34,1020,0,2,112000,1,2,47,1896,15,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,"Software developers, applications and systems software","15-113X  "
2,3165,33,1550,0,0,15000,1,10,44,1760,14,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,"Engineering technicians, except drafters","17-3020 "
2,4664,24,1020,0,3,84000,1,1,50,2000,16,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,"Software developers, applications and systems software","15-113X  "
2,4906,29,1050,0,3,87000,1,1,51,2794,16,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,"Computer support specialists","15-1150  "
2,6308,25,1360,0,3,67000,1,1,51,3060,16,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"Civil engineers","17-2051 "
2,5528,54,1460,0,33,110000,1,4,49,2440,16,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"Mechanical engineers","17-2141 "
2,3018,63,1400,0,35,145000,1,12,47,1920,16,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,"Computer hardware engineers","17-2061 "
2,8913,40,1610,0,8,84000,1,22,52,2080,16,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"Biological scientists","19-1020 "
2,6335,30,1610,13.25,6,22000,1,6,47,1880,17,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,"Biological scientists","19-1020 "
2,5903,30,1030,0,5,70000,1,5,50,2988,17,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"Web developers","15-1134"
2,1449,36,1050,0,0,33000,1,3,39,1552,16,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"Computer support specialists","15-1150  "
2,2054,31,1320,0,7,87000,1,11,51,2024,16,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"Aerospace engineers","17-2011 "
2,3365,54,1050,0,19,56000,1,34,50,2000,12,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"Computer support specialists","15-1150  "
2,4969,63,1410,100,0,0,1,8,49,3185,16,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,"Electrical and electronics engineers","17-2070 "
2,2302,31,1610,0,7,40000,1,2,51,2024,16,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,"Biological scientists","19-1020 "
2,142,38,1050,7.5,7,9000,1,13,52,1040,15,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,"Computer support specialists","15-1150  "
2,7064,38,1030,0,8,60000,1,14,49,1960,17,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,"Web developers","15-1134"
2,5531,64,1530,67.75,15,150000,1,23,51,2304,14,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"Engineers, all other","17-2199 "
2,1341,52,1550,33,19,67000,1,16,46,1840,12,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,"Engineering technicians, except drafters","17-3020 "
2,5400,34,1460,0,12,86000,1,0,50,2000,16,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"Mechanical engineers","17-2141 "
2,1099,66,1105,0,4,1e+05,1,17,52,2080,17,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,"Network and computer systems administrators","15-1142  "
2,235,31,1050,22.5,0,35000,1,4,50,2100,16,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"Computer support specialists","15-1150  "
2,5657,56,1550,0,0,145000,1,2,50,1984,17,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"Engineering technicians, except drafters","17-3020 "
2,6082,36,1105,30,8,60000,1,10,47,1880,17,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"Network and computer systems administrators","15-1142  "
2,4828,44,1010,0,6,109000,1,1,49,1976,16,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"Computer programmers","15-1131 "
2,4439,40,110,0,0,53000,1,12,48,2151,16,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,"Computer and information systems managers","11-3021"
2,4448,46,1410,0,3,120000,1,0,48,2640,16,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,"Electrical and electronics engineers","17-2070 "
2,311,46,1105,0,2,225000,1,11,48,2420,16,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,"Network and computer systems administrators","15-1142  "
2,839,44,1410,0,9,68000,1,3,39,1935,16,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,"Electrical and electronics engineers","17-2070 "
2,431,41,300,0,20,160000,1,2,44,1744,16,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,"Architectural and engineering managers","11-9041"
2,3719,30,1360,16,2,55000,1,3,52,4160,14,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"Civil engineers","17-2051 "
2,583,40,1440,0,6,166000,1,2,26,1950,16,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,"Marine engineers and naval architects","17-2121 "
2,8419,39,110,0,17,108000,1,2,46,1932,14,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,"Computer and information systems managers","11-3021"
2,8769,46,1105,0,17,65000,1,6,48,1920,14,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,"Network and computer systems administrators","15-1142  "
2,967,35,1900,0,8,112000,1,8,51,2550,13,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,"Agricultural and food science technicians","19-4011"
2,5182,61,300,0,0,224000,1,9,47,2820,16,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,"Architectural and engineering managers","11-9041"
2,6434,51,1360,30,17,61000,1,3,48,1920,12,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"Civil engineers","17-2051 "
2,2354,31,1006,0,9,120000,1,1,49,3185,16,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,"Computer systems analysts","15-1121 "
2,1444,25,1050,0,3,92111,1,2,48,2390,16,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,"Computer support specialists","15-1150  "
2,4735,36,1815,0,10,160000,1,1,48,2400,17,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,"Survey researchers","19-3022 "
2,6696,69,1360,67,47,165000,1,18,50,2000,17,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,"Civil engineers","17-2051 "
2,5011,38,1430,0,17,120000,1,4,49,1952,16,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,"Industrial engineers, including health and safety","17-2110 "
2,2850,71,1020,50,16,8000,1,21,52,416,16,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,"Software developers, applications and systems software","15-113X  "
2,248,47,1010,0,18,88000,1,18,46,1885,16,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"Computer programmers","15-1131 "
2,7522,41,1007,0,1,120000,1,13,51,2805,17,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,"Information security analysts","15-1122"
2,8310,39,1460,0,1,72000,1,1,50,2015,16,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"Mechanical engineers","17-2141 "
2,6759,39,1550,20.5,5,40000,1,6,50,2000,14,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,"Engineering technicians, except drafters","17-3020 "
2,9594,60,1560,9.5,10,14500,1,30,50,1984,15,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"Surveying and mapping technicians","17-3031 "
2,8433,40,1550,33,16,75000,1,12,48,1920,14,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"Engineering technicians, except drafters","17-3020 "
2,1475,30,1105,0,6,90000,1,10,51,3060,13,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,"Network and computer systems administrators","15-1142  "
2,2183,24,1030,13,5,12000,1,0,48,968,17,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"Web developers","15-1134"
2,8685,64,1105,46.6,0,196000,1,14,44,2288,16,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"Network and computer systems administrators","15-1142  "
2,9297,38,1030,0,7,105000,1,9,50,3528,16,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"Web developers","15-1134"
2,9286,61,1050,0,41,58000,1,43,52,2080,16,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,"Computer support specialists","15-1150  "
2,2886,43,1540,0,23,50000,1,9,46,1980,14,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,"Drafters","17-3010 "
2,4204,64,1965,0,0,16000,1,16,13,612,12,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,"Miscellaneous life, physical, and social science technicians","19-4090"
2,4268,42,1050,21,5,41000,1,12,49,1968,16,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,"Computer support specialists","15-1150  "
2,5994,36,1920,20.5,5,45000,1,8,47,2115,15,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"Chemical technicians","19-4031"
2,6659,43,1105,40.87,0,70000,1,14,50,1984,17,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"Network and computer systems administrators","15-1142  "
2,4574,68,1720,0,0,12000,1,8,45,908,16,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"Chemists and materials scientists","19-2030 "
2,2070,23,1050,15,0,20000,1,1,47,940,16,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"Computer support specialists","15-1150  "
2,78,34,1410,0,3,90000,1,6,49,2470,15,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,"Electrical and electronics engineers","17-2070 "
2,258,37,1610,0,2,46000,1,1,47,2115,17,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"Biological scientists","19-1020 "
2,1953,42,1760,21.26,24,54000,1,20,51,2958,12,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"Physical scientists, all other","19-2099 "
2,1906,53,1020,0,8,250000,1,13,47,2820,17,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,"Software developers, applications and systems software","15-113X  "
2,1621,35,1060,85,6,2e+05,1,2,50,2000,17,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,"Database administrators","15-1141 "
2,8606,43,1105,0,13,120000,1,16,48,2640,16,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"Network and computer systems administrators","15-1142  "
2,178,50,1800,0,0,170000,1,8,52,2080,17,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"Economists","19-3011 "
2,3294,54,1610,0,3,81000,0,6,49,2056,17,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,"Biological scientists","19-1020 "
2,9216,31,1965,30,0,80000,1,8,51,2040,12,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"Miscellaneous life, physical, and social science technicians","19-4090"
2,236,62,1460,0,25,150000,1,16,47,1880,16,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,"Mechanical engineers","17-2141 "
2,406,31,1910,0,2,68000,1,7,45,1800,16,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,"Biological technicians","19-4021"
2,951,23,1450,0,0,0,1,0,0,0,16,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,"Materials engineers","17-2131 "
2,158,66,1350,70,39,2e+05,1,19,48,1920,16,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,"Chemical engineers","17-2041 "
2,843,54,1420,0,4,120000,1,10,49,1960,17,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,"Environmental engineers","17-2081 "
2,1294,55,1740,0,5,390000,0,15,47,1896,17,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"Environmental scientists and geoscientists","19-2040 "
2,1739,30,1460,0,2,85000,1,3,50,2000,17,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,"Mechanical engineers","17-2141 "
2,1308,47,1010,0,0,1e+05,1,20,50,2000,16,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,"Computer programmers","15-1131 "
2,773,57,1020,0,1,105000,1,20,50,2000,17,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,"Software developers, applications and systems software","15-113X  "
2,296,62,110,0,11,150000,1,17,49,2450,16,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,"Computer and information systems managers","11-3021"
2,330,38,1820,0,9,69424,1,10,51,2040,17,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,"Psychologists","19-3030 "
2,2395,40,1020,0,0,125000,1,3,46,1840,17,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,"Software developers, applications and systems software","15-113X  "
2,1112,36,1010,0,9,126000,1,10,50,1984,17,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,"Computer programmers","15-1131 "
2,335,49,300,38,17,99000,1,11,48,2160,15,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,"Architectural and engineering managers","11-9041"
2,425,40,1410,0,16,130000,1,0,46,2295,16,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,"Electrical and electronics engineers","17-2070 "
2,8531,46,1930,15.85,20,55000,3,18,49,2684,11,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,"Geological and petroleum technicians","19-4041"
2,3332,29,1430,19,0,0,1,1,0,0,17,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,"Industrial engineers, including health and safety","17-2110 "
2,910,44,1410,0,2,165000,1,5,49,1968,17,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"Electrical and electronics engineers","17-2070 "
2,692,56,300,0,12,2e+05,0,9,43,2150,16,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"Architectural and engineering managers","11-9041"
2,222,27,1020,46.8,4,94000,1,1,48,2400,16,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"Software developers, applications and systems software","15-113X  "
