ER72001,ER72002,ER72017,ER72018,ER72195,ER72217,ER72231,ER73069,ER76897,ER76962,ER77249,ER77255,ER77588,ER77591,ER77599
1,7480,37,1,3850,0,3,66000,1,1,51,2550,129146.68,1,16
1,7628,66,1,7000,0,20,152000,1,15,51,3060,104086.01,1,16
1,9004,34,1,60,0,2,73000,1,2,52,2392,53620,1,16
1,3824,70,2,2600,0,0,200,2,19,52,52,57870.14,3,12
1,3580,49,1,3320,17.31,22,33000,2,1,47,1936,23140,3,12
1,6825,53,1,1360,30,19,63000,1,3,51,2032,76136,3,12
1,6377,30,1,3850,24,6,51000,1,12,47,2538,64414,3,12
1,8744,76,1,0,0,0,0,1,99,0,0,37918.12,3,12
1,7745,69,1,0,0,0,0,2,14,0,0,26760,3,13
1,6227,57,2,4130,998,11,100000,2,99,51,3570,65304.72,3,12
1,8765,35,2,4040,13,5,9999999,2,12,0,0,86475.64,3,14
1,5033,42,1,4620,65,18,102000,2,1,50,2000,108610,3,16
1,5208,46,1,4710,0,0,16500,2,6,47,3055,113638,3,17
1,5881,60,2,5420,0,0,187,1,5,1,12,45771,6,16
1,9407,29,1,9120,32.5,3,110000,1,3,50,2976,83610,6,16
1,6518,68,2,8300,8.5,0,2400,1,39,13,260,31864.26,3,12
1,6315,44,1,6730,0,1,34000,1,15,51,2805,34152,1,12
1,6417,40,2,0,0,0,0,1,9,0,0,25605.04,3,11
1,9109,73,1,0,0,0,0,1,30,0,0,71740,1,12
1,9337,20,1,4050,11,5,15000,1,1,35,1470,14074.04,1,10
1,4816,22,1,4250,15.58,0,22000,1,1,43,1720,46460,1,13
1,1176,57,1,1450,0,1,37000,1,10,45,2688,46051.07,1,16
1,3899,79,2,9120,0,21,20241,1,99,52,1040,33528,1,10
1,4475,48,1,400,27.73,0,48000,1,30,48,2178,79910,4,13
1,3970,30,1,7020,27.5,3,65000,1,7,49,2470,66124,1,14
1,3907,45,2,0,0,0,0,1,0,0,0,40650,1,12
1,1497,67,1,0,0,0,0,1,12,0,0,103784,1,16
1,2457,33,1,1006,0,11,200000,1,1,47,3055,85770,1,16
1,1728,27,2,110,0,4,110000,1,2,49,2450,107583.03,1,16
1,4800,71,1,0,0,0,0,1,18,0,0,40750,1,10
1,8876,63,1,0,0,0,0,1,10,0,0,102328,3,12
1,4659,67,2,0,0,0,0,1,16,0,0,10235.26,3,8
1,5302,64,1,0,0,0,0,1,13,0,0,24384,3,11
1,7525,62,1,6200,16,4,32000,1,10,48,1920,27307.65,3,11
1,5779,70,1,0,0,0,0,1,18,0,0,48386.28,3,9
1,8915,43,2,410,0,7,33000,1,8,48,1920,62520,3,14
1,4833,46,1,0,0,0,0,1,6,0,0,11599.84,3,12
1,6030,45,2,4230,9.25,0,9000,1,14,29,1160,12674.3,3,14
1,6725,43,1,3850,0,5,34000,1,12,50,2300,45108,3,13
1,6138,40,1,4740,20,18,45000,1,3,48,2420,68113,3,12
1,4996,35,1,6130,0,0,44000,1,4,51,1938,47762,3,11
1,8924,31,1,9000,0,11,65000,1,4,52,3380,127600,3,10
1,6412,22,2,4720,0,0,0,1,0,0,0,16048.86,3,10
1,8606,21,2,4760,9.75,0,13163,1,3,52,2064,12100,3,12
1,6815,18,2,4050,0,0,1300,1,0,15,140,11151.87,3,10
1,8186,19,2,4760,10,0,12000,1,0,49,1764,20674,3,13
1,4715,62,1,0,0,0,0,1,20,0,0,39782,3,13
1,5001,39,2,5240,11.98,0,36170,1,6,52,4144,23660,3,14
1,5276,51,1,0,0,0,0,1,17,0,0,33676,3,12
1,7961,53,1,9130,0,0,0,1,19,51,2530,74712,3,12
1,8563,35,1,2200,0,6,42500,1,1,51,2570,65950,3,15
1,7134,43,1,9130,0,0,60000,1,20,52,2080,45236,3,12
1,9112,58,1,0,0,0,0,1,40,0,0,76857,3,10
1,23,69,1,2040,0,31,900,1,16,9,72,41802,3,16
1,1145,78,1,0,0,0,0,1,24,0,0,71184.31,3,99
1,3869,49,1,6320,17,10,40000,7,15,44,3048,30756.85,3,12
1,3516,52,2,8740,18,22,45000,7,27,49,2205,62204,3,6
1,4911,44,1,3300,21,8,47000,2,19,49,1976,94100,3,14
1,8736,36,1,4250,8,2,16640,2,15,52,2080,21768,3,11
1,8226,31,2,3500,19,1,60000,9,99,49,2460,30450.12,3,13
1,6728,27,1,9130,0,1,7000,2,5,52,3120,46376,3,9
1,6978,69,2,4220,0,17,13692,2,50,52,2080,22304.64,3,10
1,339,61,1,0,0,0,0,2,18,0,0,22020,4,12
1,43,66,2,0,0,0,0,1,99,0,0,31574.03,1,99
1,1107,46,1,9999,999,2,9999999,2,99,52,1295,21260,1,99
1,5885,57,2,0,0,0,0,1,25,0,0,20241.91,1,12
1,7550,55,1,4850,15,2,30000,1,19,51,2086,14131.94,1,11
1,8851,34,1,4710,0,0,135000,1,12,39,1560,98551.48,1,16
1,9116,33,1,4000,0,1,55000,1,10,46,1932,50780,5,15
1,7986,29,1,3050,0,6,126000,1,3,49,1798,67969.39,1,17
1,7756,61,1,6700,60,15,120000,4,1,48,1952,112520,1,16
1,2667,65,1,650,0,20,130000,1,13,50,2500,65520,1,16
1,2137,38,1,1815,0,12,200000,1,1,51,2550,110880,1,17
1,2723,70,1,9620,20,8,39000,1,23,50,2000,60918,1,15
1,1884,34,1,735,19,1,67000,1,7,49,2187,45320,4,14
1,1521,71,1,1360,0,0,66000,1,18,7,280,101953.97,1,17
1,1643,40,1,710,0,0,130000,1,4,49,1976,102929.52,1,16
1,2484,53,1,1010,100,16,200000,1,35,49,2245,185253.73,1,14
1,1886,33,1,2340,50,0,15000,9,99,50,1000,87074.67,1,0
1,361,73,1,2750,0,22,4000,1,21,52,104,47037,4,14
1,3999,60,2,0,0,0,0,1,22,0,0,24526,2,12
1,3954,73,1,0,0,0,0,1,15,0,0,52350,2,16
1,4371,41,1,4220,0,0,25000,1,5,52,2080,43406.38,2,13
1,3991,35,1,3060,0,3,625000,1,1,38,2090,160308,2,17
1,3884,32,1,3850,0,3,66000,1,2,49,2156,46635.44,2,17
1,4034,63,1,850,0,0,80000,1,20,52,1820,96976,1,16
1,1229,45,1,6240,0,15,10200,1,28,52,2080,67216,2,12
1,3451,59,1,9600,14,0,0,1,4,0,0,35750,2,11
1,3692,53,1,430,15,2,34000,1,0,52,2227,29270,2,16
1,3714,34,1,9000,0,10,130000,1,1,51,2295,69290,2,16
1,3832,30,1,9000,18,0,56000,1,0,50,2500,64364,2,12
1,3695,62,1,5850,0,1,25000,1,10,50,2000,76860,2,14
1,3575,33,1,6200,29.78,1,70000,1,6,44,2420,51645.5,2,12
1,312,68,2,4350,9,3,8577,1,25,51,771,37650,2,14
1,9388,94,2,0,0,0,0,1,5,0,0,15278,2,12
1,626,67,1,0,0,0,0,2,34,0,0,9241,3,12
1,611,45,1,0,0,0,0,2,7,0,0,42705,3,12
1,873,44,2,2540,0,2,24800,2,1,43,1704,38156,3,16
1,462,43,2,3910,0,18,34000,2,17,52,2064,23070,3,16
1,426,39,1,4710,13,18,34000,2,6,48,2033,25760,3,14
1,974,84,2,0,0,0,0,1,51,0,0,55668,1,17
1,489,69,1,3250,0,1,117000,1,11,46,874,41479,2,17
1,299,35,1,800,0,8,76000,1,0,50,2259,30416,2,17
1,1034,41,1,230,0,4,90000,1,7,50,2976,62810,2,17
1,612,66,1,0,0,0,0,1,99,0,0,43782,1,14
1,2627,73,1,1020,50,18,0,1,21,51,510,41158.46,1,16
1,2180,51,1,7700,0,25,9999999,1,1,51,3060,58482.16,1,12
1,1822,72,2,0,0,0,0,1,8,0,0,33555,1,12
1,2674,47,1,3850,46,14,98000,1,28,49,1976,53368.96,1,14
1,2654,44,1,20,65,14,120000,1,14,51,2040,84240,3,14
1,4906,68,2,0,0,0,0,2,16,0,0,31898.83,3,11
1,4985,62,2,0,0,0,0,2,10,0,0,9162,3,14
1,4754,60,2,5000,0,0,35000,2,27,26,1040,40715.94,3,11
1,5327,58,2,0,0,0,0,2,0,0,0,15361.98,3,10
1,6940,55,1,0,0,0,0,2,11,0,0,22754,3,13
1,5622,45,2,4050,0,0,4800,2,14,46,1564,9980,3,13
1,5447,40,2,4010,14.5,0,31000,2,6,31,2170,44402,3,14
1,7392,38,2,9120,18.2,5,30000,2,0,51,2157,18412,3,13
1,5251,38,2,0,0,0,0,2,0,0,0,23360,3,9
1,6322,35,1,725,0,0,6000,2,2,52,1560,21737.7,3,17
1,6980,35,2,9600,15,0,0,2,0,0,0,34249.84,3,11
1,4865,28,2,4720,9.5,2,4000,2,4,20,900,30103,3,10
1,5705,27,1,9130,12,1,9999998,2,0,52,2080,34532.79,3,12
1,5908,25,2,4510,0,0,700,2,1,10,180,11704,3,11
1,9394,19,2,4110,11,0,2000,2,1,9,360,34894,3,12
1,8791,19,2,9640,0,0,0,2,1,0,0,5980,3,11
1,7145,45,2,8800,0,0,0,2,2,0,0,6758.62,3,11
1,6166,39,1,9620,10,0,10000,2,11,44,1774,20376,3,11
1,6555,37,1,9130,0,3,90000,2,4,52,3120,60755,3,14
1,8108,41,2,350,0,2,64000,1,11,51,2550,55765.16,3,13
1,5873,40,2,4720,0,0,9999998,2,1,31,620,17628.91,3,11
1,5606,47,2,2540,14,3,17000,2,8,50,2000,85270.66,3,14
1,9603,25,1,7810,15.5,2,47000,9,99,51,3556,49137.43,3,99
1,6002,24,2,4720,11,0,15000,2,4,49,1944,38846.1,3,16
1,6131,22,2,430,10,2,21960,2,4,51,2406,19298,3,12
1,6333,20,1,4050,9,0,7000,2,1,29,1160,36390.54,3,12
1,6095,18,2,4050,9.25,0,9999998,1,0,14,483,17810,3,12
1,7261,44,2,3600,0,0,1200,2,99,26,520,7196.64,3,11
1,7285,36,2,5110,14,12,24000,2,4,50,1984,71356,3,12
1,8391,31,2,4510,0,0,300,2,3,2,20,35125.33,3,11
1,7466,41,2,4610,10,0,9999998,2,17,52,780,10412,3,13
1,6088,28,2,9620,15,3,2400,2,5,9,172,12835,3,13
1,7225,58,1,0,0,0,0,2,41,0,0,18080,3,11
1,6508,23,1,0,0,0,0,2,3,0,0,42694.25,3,12
1,7609,27,1,9999,0,3,9999999,2,9,51,3060,36338.35,3,12
1,6759,84,2,0,0,0,0,1,28,0,0,24473.77,2,12
1,6105,64,2,8740,18.9,4,23000,1,36,30,1260,20227.25,2,14
1,4982,61,1,7000,30,0,56000,1,10,52,2080,31129.37,3,10
1,8552,41,2,6240,11.1,1,20000,1,13,52,2080,23244,4,13
1,8599,56,1,6355,33,26,60000,1,30,50,2400,63579.51,2,12
1,6275,31,1,8210,13.3,2,60000,1,4,52,2496,12692,2,10
1,8598,28,2,7750,21,8,34000,1,0,47,1888,23803.55,2,12
1,7942,39,1,430,0,0,50000,1,21,52,3640,65302.83,2,10
1,2490,76,1,0,0,0,0,1,25,0,0,32168.86,2,12
1,1848,50,2,1010,0,20,90000,1,18,51,2040,44230,2,16
1,2106,47,1,4250,13.7,26,31000,1,4,50,2000,20359.95,2,12
1,2583,81,1,0,0,0,0,1,43,0,0,41568.01,2,14
1,7007,85,2,0,0,0,0,1,30,0,0,3195.38,2,12
1,8271,54,1,7210,9,2,12000,1,35,50,1500,9500,2,11
1,6117,35,1,7850,19,4,30000,1,3,52,2610,51100,2,10
1,6177,34,1,7020,24,4,65000,1,11,51,2295,33260,2,14
1,7352,30,2,3255,32,5,68000,1,1,50,2000,40265.96,2,16
1,6703,19,2,2310,11,0,2000,1,0,31,775,18428,2,12
1,9331,18,1,4720,0,0,26000,3,0,52,2600,14320,2,12
1,6797,43,1,3820,34,22,72000,3,7,49,1952,52724.99,2,13
1,9168,40,1,3850,0,15,70000,3,15,52,2600,51526,2,12
1,8079,39,1,7210,34.5,3,76000,3,1,51,2125,77386,2,14
1,6861,38,1,120,0,1,38000,3,3,33,1320,89652.18,2,17
1,7384,34,1,2340,0,0,88,3,5,1,8,60120,2,14
1,7602,69,1,0,0,0,0,1,43,0,0,31890,2,17
1,7465,30,1,205,0,20,36400,1,10,50,4000,29492,2,12
1,1332,69,2,0,0,0,0,1,30,0,0,13772.44,2,13
1,469,41,2,2025,16,2,33000,1,12,49,1960,28220,4,12
1,898,41,1,6260,0,1,50000,1,10,52,2080,39760,4,11
1,973,36,2,2025,0,5,34000,1,2,49,1960,18012.19,2,16
1,1084,22,1,5510,0,1,40000,1,4,50,2000,16870,4,14
1,7616,72,1,7700,0,0,0,1,18,50,1250,92804,3,14
1,7363,50,1,220,28.85,2,83000,1,5,44,2652,126814,3,12
1,8419,47,1,410,0,0,83000,1,4,47,1868,61089.13,3,14
1,7905,51,2,4510,0,0,0,1,3,51,2040,29245,3,12
1,6934,63,2,0,0,0,0,1,32,0,0,13998.56,3,12
1,7194,44,1,7210,26.32,14,71000,1,22,51,2226,37754,3,14
1,8688,42,1,0,0,0,0,1,22,0,0,25266.89,3,12
1,8657,26,1,4250,13.65,0,13500,1,0,52,3640,25660,3,12
1,8539,21,1,6300,10,0,17316,1,3,52,1924,18496.67,3,11
1,8521,50,1,4010,10,1,5000,1,20,52,780,25218,3,12
1,8492,43,1,1007,0,2,133000,2,13,50,2500,110900,3,17
1,8427,40,2,7750,19.77,4,46000,1,14,51,3084,36940,3,16
1,8497,31,1,8965,21.75,3,72000,1,7,52,3120,47908,3,12
1,8482,68,1,9130,9.75,7,18000,1,47,51,2040,62984,3,14
1,7853,46,1,6200,0,0,60000,1,28,50,3528,84700,3,12
1,9316,75,1,4250,20,0,5000,1,40,52,1300,40104,3,12
1,5803,78,2,0,0,0,0,1,27,0,0,49700.35,3,13
1,6603,55,1,6230,20,11,35000,1,4,51,2040,41740,3,12
1,1576,84,2,0,0,0,0,1,4,0,0,29190,1,12
1,2354,61,1,4850,0,6,102000,1,26,52,2600,47040,1,16
1,1543,53,1,4210,27.52,12,60000,1,10,52,2340,80555.62,1,12
1,1904,51,2,5840,0,27,52000,1,32,38,1520,51940,1,15
1,1809,39,2,5400,13.75,0,0,1,14,0,0,16908,1,12
1,1417,34,1,7000,32.36,7,67309,1,6,50,2912,64858.36,1,13
1,1844,23,2,3255,36,2,70000,1,2,49,1794,36244.13,1,16
1,1458,59,1,4200,29.3,20,60000,1,7,48,1940,75431,1,12
1,1982,61,1,3800,23,35,72000,1,19,50,2060,56323,1,15
1,1651,39,1,8720,19.53,3,46247,1,16,52,2255,42944,1,12
1,1558,31,1,2310,0,7,59000,1,4,52,1560,70940,1,16
1,2017,35,1,310,0,14,92000,1,13,51,3060,188744,1,10
1,5832,64,1,2540,12,1,12000,2,10,49,1458,50122.38,2,11
1,546,75,1,0,0,0,0,5,25,0,0,48116.68,2,17
1,2638,70,1,0,0,0,0,1,18,0,0,15880,3,14
1,2410,41,1,1460,0,3,79000,1,1,49,1960,51628,2,17
1,2073,30,2,2400,0,4,60000,1,1,48,2420,34489.83,1,17
1,1931,48,1,7315,34,24,70000,1,27,50,2500,56895,2,14
1,1510,73,2,0,0,0,0,1,3,0,0,53740,4,14
1,2809,51,1,9800,0,29,134000,1,23,50,2976,63960,3,17
1,2248,49,1,350,0,14,135000,1,17,51,2040,115795.03,4,16
1,5331,77,2,0,0,0,0,2,99,0,0,26321.21,4,12
1,8864,60,1,6260,0,0,20000,2,15,40,1200,13575,4,12
1,9154,56,2,9610,32,18,70000,2,22,46,2027,44132,4,12
1,9114,53,2,4200,0,28,98000,2,5,45,1984,41162,4,14
1,7786,37,1,410,999,4,9999999,2,4,50,3224,15633.15,4,17
1,9248,35,1,4760,21,16,64000,2,15,52,2600,25840,4,12
1,4826,32,1,9620,16.35,9,0,2,3,0,0,30962,4,12
1,8708,29,1,9620,0,0,2500,2,0,19,760,11669.85,4,13
1,9374,23,2,3930,0,0,900,2,0,8,320,14780,4,12
1,7953,34,2,3600,14.77,2,28000,2,0,50,1817,29668,4,14
1,8447,41,1,1550,21.5,7,40000,2,6,50,2000,64604,4,14
1,9324,28,2,3600,0,0,9600,2,3,52,2600,32800,4,11
1,2893,41,2,4810,23,6,42800,1,15,47,1794,47772,4,14
1,7245,76,1,0,0,0,0,1,24,0,0,53910,1,14
1,8086,53,2,20,0,0,100000,1,4,52,1040,82560,1,16
1,7608,50,1,50,0,30,150000,1,4,47,2115,92500,1,12
1,551,66,2,0,0,0,0,1,9,0,0,21405,1,17
1,9504,71,2,4920,0,0,17000,1,20,52,2072,31184,1,12
1,2531,75,1,10,0,0,492,1,20,1,40,77022.83,1,16
1,2337,43,1,2000,14,4,31000,1,7,49,2205,57092,1,14
1,7492,90,2,0,0,0,0,1,6,0,0,19112.89,2,12
1,7132,67,1,0,0,0,0,1,12,0,0,34805,2,14
1,7274,66,1,6050,15,40,4500,1,15,10,800,42611.01,2,12
1,6743,57,1,4700,0,0,0,1,5,52,1560,77550,2,12
1,6515,34,1,0,0,0,0,1,0,0,0,8662,2,12
1,7238,24,1,8030,19.75,7,55000,1,7,50,2510,56704,2,14
1,6952,69,1,2040,0,28,32000,1,10,48,2142,44140,3,17
1,8082,64,2,3230,0,26,34800,1,17,52,1040,48590,3,16
1,6032,60,1,2040,0,10,85000,1,8,48,2880,114640,3,17
1,5537,42,2,2010,27,0,3000,1,0,3,120,37400,3,17
1,7118,38,1,2310,0,12,58000,1,0,51,2313,65370,3,17
1,5260,37,1,3850,0,13,56522,1,3,51,2029,39066,3,15
1,8232,44,1,2000,0,10,76000,7,8,52,2580,57744.13,3,17
1,5498,32,1,910,0,5,43000,1,4,49,2090,50116.12,3,17
1,6812,36,1,9800,0,18,33420,1,14,52,5096,49900,3,12
1,3408,71,1,2320,0,2,48000,1,19,51,3048,42356,3,15
1,2966,71,2,2145,0,2,54000,1,22,51,2040,81676,3,14
1,2943,50,1,160,0,13,177000,1,2,49,2548,185580,3,16
1,3432,48,1,3255,0,14,230000,1,2,46,1978,116240,3,14
1,6484,49,2,0,0,0,0,1,6,0,0,119706,4,16
1,6576,26,1,4760,13.3,6,29000,1,0,50,2250,16782,3,11
1,8877,58,1,5320,13.5,0,17000,1,13,51,1785,71190,3,12
1,26,61,1,1560,9.5,12,14000,1,30,41,1628,22136,3,15
1,783,53,2,800,0,3,72667,1,21,50,2247,152320,3,16
1,2300,67,1,205,0,0,0,1,15,52,936,94500,3,11
1,2616,45,1,4840,0,22,115000,1,6,48,2160,86120,3,16
1,9162,52,1,650,0,4,140000,1,20,50,3250,55252,4,16
1,2368,61,1,2025,14.3,11,36000,2,25,52,2080,37520,4,16
1,1706,44,2,0,0,0,0,2,13,0,0,17348.06,4,14
1,763,72,1,8800,999,0,9999998,1,29,9,36,34145.45,3,12
1,1246,44,1,3910,999,6,9999999,1,7,50,2167,72746.75,3,12
1,2487,77,1,2340,29.83,25,19000,1,21,52,1248,38880,2,16
1,2169,42,1,50,0,16,85000,1,6,47,2802,93028,3,16
1,4950,68,2,710,0,0,13000,1,39,36,432,101594,4,17
1,7436,66,2,2110,0,21,180000,7,19,46,2300,92671.81,1,16
1,6139,64,2,2025,0,1,39760,1,18,48,2458,21282,1,16
1,9249,61,1,220,0,0,159000,1,4,52,2080,55474,4,17
1,6378,47,2,710,0,16,146000,1,4,46,2541,86960,3,16
1,8670,45,1,50,0,7,475000,1,0,49,2695,124680,3,17
1,4963,24,1,5000,0,0,17000,1,1,46,2079,16910,1,13
1,369,69,1,2720,0,0,11060,1,13,12,960,118023.11,3,17
1,9061,72,2,0,0,0,0,1,0,0,0,4728,2,8
1,8031,66,1,0,0,0,0,1,99,0,0,7416.31,2,12
1,6708,71,1,0,0,0,0,1,99,0,0,21006.08,4,13
1,5802,63,1,7340,23.14,15,55000,1,18,40,2807,50292.38,2,11
1,9401,59,1,4220,14.3,6,25000,1,6,51,2049,22660,2,12
1,6406,32,1,4760,12,6,20000,1,0,51,1683,28998.18,2,16
1,5808,38,1,9140,0,0,20000,3,0,52,2080,24520,3,14
1,5549,32,1,9130,16.5,1,34000,1,9,51,2120,56668,2,14
1,8590,42,1,3710,15,10,50000,1,20,51,3584,59840,2,13
1,341,91,1,0,0,0,0,1,35,0,0,38208,4,17
1,291,45,1,565,21.5,13,45000,1,3,50,2000,49270,4,17
1,2035,23,1,4950,0,0,15000,1,5,48,2048,17998,3,11
1,2209,22,2,4710,14,2,22000,1,3,51,1948,26544,5,12
1,1902,62,1,0,0,0,0,1,32,0,0,60137.98,5,12
1,2685,45,1,20,0,16,130000,1,14,52,2860,124340,3,16
1,3372,92,1,0,0,0,0,1,46,0,0,29491.96,2,12
1,2983,39,2,800,0,4,48500,1,8,49,1960,44706,2,16
1,3437,42,2,5000,0,12,33000,1,10,51,2024,32376,2,14
1,2957,70,1,0,0,0,0,1,15,0,0,54350,2,17
1,3140,41,1,6200,0,19,62400,1,2,50,2400,74280,2,12
1,7021,93,1,0,0,0,0,1,41,0,0,12464.03,2,12
1,4701,67,2,3255,32.75,31,68485,1,11,42,1698,31720,2,14
1,5038,64,1,710,40,0,0,1,21,52,260,77983,5,13
1,8869,42,1,1550,34,18,75000,1,12,49,2144,55290.15,2,14
1,6116,39,1,6260,39.27,18,95000,1,1,52,2496,77649,5,13
1,8979,27,1,6440,35.8,7,82000,1,1,45,3576,63260,5,12
1,8678,45,1,4020,0,0,20000,1,99,51,2040,40228,2,12
1,2857,36,1,10,0,0,10801,1,2,44,1320,105114,3,17
1,1542,32,2,50,0,7,75000,1,1,48,2033,52031.82,1,16
1,1459,67,1,710,0,0,6000,1,42,4,120,95762,1,17
1,1621,85,1,0,0,0,0,1,28,0,0,37295.74,3,11
1,1591,60,2,0,0,0,0,1,2,0,0,53932,3,11
1,2826,54,1,8300,0,0,60000,1,22,51,4080,62970,3,12
1,2600,46,1,5000,22.36,14,50000,1,3,44,2224,69598,3,9
1,3028,66,1,0,0,0,0,1,33,0,0,51556.01,3,15
1,3321,45,1,0,0,0,0,5,13,0,0,24285.21,3,12
1,505,89,1,0,0,0,0,1,31,0,0,15023.33,1,17
1,590,54,1,0,0,0,0,1,25,0,0,35680,1,16
1,534,25,1,6200,29,6,110000,1,4,52,2184,228626.68,1,17
1,1630,92,2,0,0,0,0,1,0,0,0,92643.46,2,17
1,2315,61,1,2100,27.5,2,53000,1,2,49,1960,104550,2,17
1,2250,42,2,310,8.5,5,17000,1,10,51,1530,28910,4,12
1,2622,26,1,9620,13.5,1,12000,1,0,20,825,21290,2,17
1,1533,54,1,4760,0,2,0,1,16,51,2540,61956.47,2,17
1,2478,31,1,2320,0,0,2000,1,8,52,780,31830,4,17
1,5750,64,1,7810,11,7,17000,1,12,52,1456,50326,2,12
1,5667,63,1,4760,21.3,44,65337,1,10,44,2672,49966,2,12
1,4793,37,1,9000,0,0,54000,1,2,51,2040,57916,2,12
1,7171,35,1,9130,20.8,4,50000,1,3,52,2740,45377.37,2,12
1,6483,34,2,3255,0,14,88000,1,4,52,3096,54890,2,15
1,7624,67,1,0,0,0,0,1,40,0,0,32300,2,12
1,5936,66,1,1105,49.6,2,96000,1,14,49,1976,94056,2,16
1,9435,65,1,9130,0,0,2874,1,10,8,64,42576,2,12
1,9310,63,1,8800,16.75,3,36000,1,40,51,2295,42384.97,2,12
1,7268,39,1,0,0,0,0,1,5,0,0,15144,2,12
1,7951,38,1,3255,29.17,10,72000,1,7,49,2205,87922,2,17
1,7996,32,2,3255,26.1,4,90000,1,9,51,2550,57160,2,17
1,7195,62,1,9600,18.25,11,65000,1,18,52,2600,65240,2,12
1,8041,36,1,6200,23,8,70000,1,12,52,2496,43802,2,14
1,8914,31,1,9140,0,0,43000,1,0,52,1352,63160,4,16
1,8314,39,1,1030,0,9,140000,1,9,48,2904,124876,3,16
1,8201,32,1,4850,12,5,40000,1,5,49,2964,68220,2,17
1,6599,49,1,2310,0,11,54000,1,29,51,2040,59416,2,17
1,7450,47,1,9130,0,1,52000,1,99,51,2032,59112,2,12
1,8853,40,1,7315,55,0,0,1,22,49,1582,59443.54,2,12
1,9177,39,1,4050,9.1,0,0,1,7,52,520,17340,2,13
1,178,77,1,0,0,0,0,1,24,0,0,35832.15,2,12
1,455,52,1,205,0,0,0,1,1,49,2223,48903,2,12
1,701,36,1,7315,26,6,56000,1,8,49,1986,57769.33,2,15
1,9221,70,2,0,0,0,0,1,35,0,0,41328,2,17
1,8234,47,1,2910,0,0,42000,1,1,52,2838,23455.95,2,14
1,9307,49,1,6320,25.3,6,65000,1,14,52,2600,61120,2,12
1,4919,58,1,6320,19.42,16,38000,1,8,45,1833,34340,2,12
1,9530,38,1,6230,0,0,60000,1,1,52,3120,31466.95,2,12
1,7054,34,1,430,0,0,18000,1,2,52,3380,41880,2,14
1,7047,80,2,0,0,0,0,1,10,0,0,26240,2,12
1,9215,57,1,205,0,0,0,1,5,52,3120,40030.39,2,12
1,7074,53,1,800,0,0,135000,1,1,51,2550,81210,2,16
1,9505,33,1,205,0,0,0,1,11,51,2550,22864,2,14
1,8164,29,1,205,0,0,9999999,1,11,52,3900,28325,2,12
1,1070,65,1,0,0,0,0,1,13,0,0,75740.45,4,12
1,775,39,1,7200,35,16,85000,1,5,50,2500,138188,4,14
1,6400,71,1,10,0,0,3000,1,17,4,16,119625.81,2,16
1,5397,35,2,4760,0,0,100000,1,1,50,2250,49176.3,2,16
1,544,68,2,4850,11.5,2,18000,1,28,50,1750,16700,2,16
1,6239,38,2,2630,18.05,6,32000,1,11,50,2004,44622,4,17
1,8461,55,1,9130,0,0,26000,1,27,51,3570,56112,2,13
1,7265,47,2,5700,999,11,9999999,1,4,48,1936,91398.03,4,16
1,851,83,2,0,0,0,0,1,36,0,0,11602.22,2,16
1,7031,83,2,0,0,0,0,1,24,0,0,36815.11,3,9
1,9285,28,1,3740,11.79,3,49000,1,6,49,3722,49580,3,12
1,4910,54,1,4200,0,0,0,1,3,50,2000,85442,3,14
1,5787,44,1,8460,0,0,40000,9,0,52,2080,31820,3,12
1,984,25,1,2000,19.58,2,9999998,1,3,52,2080,23435.52,2,16
1,1299,23,1,4030,10,2,12000,1,1,51,1524,18154,2,16
1,946,63,1,1050,0,43,54000,2,43,52,2080,67195.74,2,16
1,202,70,2,9140,13,7,17000,1,14,52,1300,27398.02,3,10
1,1716,69,2,0,0,0,0,1,17,0,0,18555,4,13
1,2741,46,1,3400,0,1,71778,1,3,50,2480,69900,4,12
1,8050,66,2,800,0,0,70000,1,1,43,1734,60404,4,16
1,5081,64,1,6260,0,0,30000,1,5,7,280,33536,4,10
1,6235,18,2,4720,15,0,11000,1,95,23,904,44900,4,12
1,7914,41,1,6200,75,12,100000,1,9,52,2600,78720,4,12
1,2530,52,2,0,0,0,0,1,20,0,0,36166,1,12
1,2011,28,1,6440,30.8,0,59000,1,5,52,2477,38880,1,12
1,1801,45,1,1540,0,25,54000,1,9,50,2100,70520,1,14
1,1755,26,1,9240,28,1,70000,2,4,52,2600,35606,1,13
1,4576,66,1,0,0,0,0,2,16,0,0,35770,3,12
1,4894,44,2,1050,0,7,43000,2,12,50,2000,69548,3,16
1,9165,43,2,5000,0,19,75000,2,5,47,2501,69480,3,15
1,7207,36,1,5510,0,0,20000,2,10,52,2080,36864.9,3,12
1,4765,56,1,9130,999,8,9999999,2,19,51,2286,38703.6,3,11
1,5981,67,2,0,0,0,0,2,41,0,0,9340,3,12
1,5951,66,1,4250,0,0,9000,2,14,35,700,54243.88,3,12
1,4974,60,2,4600,0,0,1500,2,30,13,390,28552.45,3,12
1,5058,59,1,4220,9,4,5000,2,16,51,2040,10172,3,12
1,5211,58,1,0,0,0,0,2,12,0,0,6296,3,12
1,5118,57,1,9120,23.17,17,59000,2,21,47,2585,48438,3,12
1,5148,42,1,8140,0,0,22278,2,7,27,1360,13580,3,12
1,6037,39,1,4010,10,0,18000,2,2,40,1700,11920,3,13
1,9001,39,2,5700,0,14,68446,2,11,49,1960,61332,3,11
1,8011,37,1,9130,17,8,65000,2,7,50,3500,35000,3,12
