ER72001,ER72002,ER72017,ER72018,ER72195,ER72217,ER72231,ER73069,ER76897,ER76962,ER77249,ER77255,ER77588,ER77591,ER77599
1,4970,56,2,430,0,0,0,1,28,52,2600,49704,4,12
1,8813,47,1,4220,15.75,2,38000,1,27,50,3000,43761,2,14
1,9502,90,2,0,0,0,0,1,59,0,0,25148.89,3,13
1,6029,56,1,4760,0,0,43000,1,3,50,2250,72180,3,16
1,9046,36,2,2760,0,4,36000,1,1,47,1888,41132.15,3,16
1,7330,23,1,5510,7.25,2,6000,1,0,44,1408,25557.9,3,12
1,7634,72,1,0,0,0,0,1,20,0,0,45939.79,3,16
1,4717,65,1,2320,12,30,2000,1,35,52,832,112900,3,16
1,5741,29,1,7100,32,1,72000,1,1,49,2460,51073.3,3,16
1,941,75,1,0,0,0,0,1,23,0,0,77462.15,3,16
1,1288,52,1,2320,0,1,55000,1,0,52,2072,81600,3,17
1,3156,68,1,0,0,0,0,1,10,0,0,55560,4,17
1,3036,46,1,5550,0,4,45000,1,2,52,2184,35498.62,4,15
1,2992,42,2,4010,0,3,41830,1,14,51,2550,27680,3,12
1,3385,23,1,9130,10.5,0,48422,1,5,47,2585,69453.21,3,11
1,3329,22,1,8640,24,3,67000,1,4,50,3528,62946,3,12
1,1373,26,1,8030,0,5,71000,1,1,51,2032,107742,3,13
1,2470,68,1,0,0,0,0,1,45,0,0,42100,3,14
1,976,68,2,0,0,0,0,1,13,0,0,27129,3,16
1,2418,65,1,9120,17,10,71000,2,24,50,2750,163310,3,12
1,2770,92,2,0,0,0,0,1,3,0,0,16583.92,4,17
1,1396,25,1,9130,12,1,21840,1,0,50,1606,24350,4,13
1,1834,21,2,4720,7.25,0,5000,1,0,39,780,23693.15,3,15
1,1820,64,1,1020,0,4,164618,1,10,49,2156,97767,4,16
1,2555,39,1,4700,30,16,61000,1,12,52,2080,72057.6,4,14
1,4513,77,2,0,0,0,0,1,99,0,0,11856.75,2,11
1,7061,68,1,7720,11.5,7,30000,1,13,52,2080,28980,2,12
1,8431,52,1,7800,0,33,32500,1,0,50,2250,43892,2,11
1,5288,45,1,8810,21,4,52000,1,0,51,2550,32444,2,12
1,7638,36,1,0,0,0,0,1,1,0,0,66140,2,12
1,5716,35,1,7750,18.95,0,35000,1,0,49,2530,36170,2,12
1,5625,24,2,5160,15.65,1,32000,1,0,51,2048,45496,2,13
1,6834,62,1,0,0,0,0,1,9,0,0,37856,2,12
1,5830,60,2,5820,11.28,5,12000,1,99,50,1345,75417.08,2,16
1,8058,36,2,5000,12.5,2,15000,1,10,50,1760,19400,2,11
1,8225,26,1,9820,0,0,20000,2,1,30,1500,67372,2,13
1,4567,25,1,8030,20.76,1,56000,1,2,49,2394,31104,2,12
1,7850,33,1,4965,15,3,32000,1,99,43,1804,49772,3,14
1,890,78,2,0,0,0,0,1,22,0,0,18623.79,2,14
1,1014,46,2,5300,15,20,8500,1,10,25,125,105900,3,12
1,3730,61,1,7130,0,0,54000,1,9,48,1920,54628.44,2,14
1,3521,58,2,2430,0,32,73500,1,19,52,2392,23036.98,2,17
1,3809,22,1,430,0,0,66000,1,4,52,2600,188092,3,13
1,815,81,1,0,0,0,0,1,29,0,0,47140,2,14
1,529,57,1,1410,0,0,0,1,0,51,3084,108739.28,3,16
1,1156,22,2,4110,2.07,0,9000,1,0,49,1225,13996.96,3,16
1,615,58,1,6260,55,0,0,1,12,52,2860,210972,2,12
1,5407,67,2,5860,22.19,17,41700,1,10,48,1680,26900,1,12
1,7611,66,1,0,0,0,0,1,20,0,0,67870.68,1,16
1,3388,78,1,4220,0,0,600,1,23,14,98,44618.53,1,12
1,3308,47,1,2000,115,0,100000,1,3,52,1040,110224,1,17
1,772,83,1,0,0,0,0,4,27,0,0,63446,4,14
1,710,72,1,0,0,0,0,1,50,0,0,62180,4,17
1,483,43,1,6420,0,7,45000,1,10,51,2277,35372.77,4,14
1,552,35,1,220,0,3,120000,1,13,45,1788,82364,4,15
1,1061,40,1,3720,0,15,250000,1,13,50,4980,125000,4,17
1,1149,30,1,3300,13,6,28000,1,1,44,1768,62797,4,16
1,602,24,1,735,15.5,0,35000,1,5,45,1800,30880,2,14
1,3962,84,1,0,0,0,0,1,34,0,0,37376,4,11
1,4015,56,1,100,55,23,114000,1,5,50,2419,101032.59,4,16
1,3918,52,1,7000,0,13,94000,1,2,49,2695,71449.28,4,14
1,3936,47,1,7000,39,12,68000,1,2,48,1936,87192,4,12
1,3886,33,1,5010,0,0,32000,1,0,52,2064,26617,4,16
1,3993,24,1,5620,19.03,3,48000,1,1,49,2440,34463.56,4,13
1,4457,24,2,410,19.82,2,32200,1,3,50,2000,33106,4,13
1,4472,30,2,3255,32.97,0,46000,1,2,52,2683,47118,4,16
1,4090,59,1,520,0,5,80000,1,20,48,1936,96690,4,12
1,4022,62,1,7900,0,31,62000,1,10,48,1936,45590,4,10
1,3988,45,2,4610,0,0,600,1,19,5,60,9718.62,4,14
1,4222,39,2,2310,0,13,58162,1,0,52,2600,52926,4,16
1,4038,35,2,3600,18.5,5,29000,1,4,50,1907,27268,4,16
1,4234,31,1,530,17.25,6,37000,4,12,50,2009,24916,4,15
1,4047,22,2,3600,16,0,18000,1,2,50,1846,23793.38,4,12
1,4180,62,1,50,0,35,276000,1,9,50,2500,96204.2,4,13
1,4033,47,1,0,0,0,0,1,20,0,0,20822,4,14
1,4107,43,1,5550,21,0,34546,1,0,21,832,40464,4,16
1,3983,44,1,7810,10.5,2,12000,1,6,51,1542,51225.99,4,13
1,716,76,2,0,0,0,0,1,28,0,0,56780,4,17
1,331,70,1,0,0,0,0,1,15,0,0,41540,3,17
1,978,39,2,1700,0,9,126000,1,5,41,1640,57718.06,3,17
1,684,34,1,110,0,2,101006,1,2,47,1982,55822,3,16
1,5424,62,1,2720,0,0,80000,1,19,52,2860,45035,1,16
1,6665,56,2,640,998,24,87000,1,22,47,1786,55192,1,16
1,4721,79,2,0,0,0,0,1,5,0,0,29106.6,2,14
1,4643,58,1,0,0,0,0,1,7,0,0,4049.16,2,12
1,8693,55,1,7700,0,16,124000,1,1,48,2169,128972,2,16
1,9570,53,1,0,0,0,0,1,8,0,0,152960,2,14
1,5105,31,1,5120,22.15,4,44000,1,2,49,1944,78556,2,16
1,8832,77,1,4710,0,0,70000,7,24,51,2032,38020,2,15
1,8804,42,1,430,0,1,77000,1,13,48,2169,86745,2,17
1,8290,33,1,8640,21.95,5,50855,1,7,50,2923,52136,2,13
1,5858,30,2,5200,18.75,2,41000,1,0,50,2250,30160,2,17
1,5430,62,1,8740,23.83,13,73000,1,10,48,2190,47254,2,13
1,5369,30,1,4850,0,2,75000,1,4,48,2169,51730,2,14
1,9508,31,1,7220,17,0,44000,1,11,52,2808,42800,2,12
1,229,72,2,0,0,0,0,1,21,0,0,15313,3,12
1,909,53,2,800,22,18,41833,1,20,46,2070,35539,3,17
1,261,55,1,7540,0,0,0,1,30,52,2600,46380,3,11
1,310,32,1,7550,11,4,25000,1,9,52,2080,35020,3,11
1,53,75,1,0,0,0,0,3,37,0,0,16535,3,11
1,8788,37,1,9130,0,0,12000,1,5,20,1200,44304.18,1,12
1,8686,44,1,4220,13,11,27000,1,99,50,2020,63543,1,13
1,6331,37,1,7000,0,15,40000,1,15,50,2761,58837.2,1,12
1,8275,35,1,9130,21,1,57000,1,10,52,2600,59571.29,1,12
1,6025,36,1,430,0,5,107000,1,13,52,2080,100444,3,99
1,7232,58,1,3710,0,9,140000,1,6,44,2200,113464.13,2,17
1,7401,91,2,0,0,0,0,1,9,0,0,33128.76,2,17
1,5539,59,2,2430,0,32,50000,1,22,47,1801,24746.28,1,17
1,5172,56,2,1740,0,0,7000,1,1,14,556,98599,2,17
1,8466,58,1,310,12,4,15500,1,8,46,1380,52955,2,17
1,4995,24,2,4600,16,0,20000,1,0,49,1230,19360,2,15
1,9547,49,1,1105,998,6,35016,1,6,45,1808,35112.02,2,15
1,160,58,1,8010,13,1,7000,1,4,40,796,48090,2,12
1,2014,72,1,0,0,0,0,1,20,0,0,127000,2,14
1,1476,31,1,3050,0,6,130000,1,3,46,1840,78878,2,17
1,1842,68,1,0,0,0,0,1,21,0,0,163170,3,16
1,2874,38,1,850,0,0,100000,1,6,50,2480,109720,3,16
1,1408,68,2,5410,11,6,10000,1,40,45,900,24790,3,14
1,1952,44,1,9620,0,0,7500,1,2,50,1700,14400,1,14
1,1465,41,1,650,0,6,56000,1,1,50,2008,43560,4,16
1,1714,38,1,8740,48.13,13,150000,1,4,49,2430,169868,1,12
1,2472,32,1,850,0,5,130000,1,3,49,1870,105506,3,15
1,1766,73,1,9120,11,11,4000,1,21,15,600,62948,1,16
1,1798,49,1,0,0,0,0,1,12,0,0,60895,1,12
1,2605,43,1,2320,0,14,89000,1,11,50,2772,68050,1,17
1,500,79,1,0,0,0,0,1,31,0,0,112381.4,1,16
1,700,51,2,430,0,20,80000,1,3,52,2600,64341.85,1,15
1,990,29,1,2710,0,8,56000,1,2,50,2250,83575.02,1,16
1,1381,84,1,0,0,0,0,1,22,0,0,137369.76,1,16
1,2763,56,2,230,0,0,102000,1,12,48,1920,110590.04,1,17
1,1473,52,1,2340,0,0,10000,1,0,52,206,153416,3,17
1,1399,48,1,4210,0,0,12000,1,4,51,2040,158478,1,16
1,1954,22,1,2630,0,0,0,1,0,0,0,30362.67,1,16
1,448,90,2,0,0,0,0,1,26,0,0,7384.72,2,12
1,981,65,1,5120,50,3,20000,1,42,52,260,43848,2,17
1,9419,44,1,7260,24.75,1,85000,1,6,51,2429,104238.44,2,14
1,829,66,1,7010,65,0,200,1,8,1,6,39153.59,3,16
1,394,84,1,0,0,0,0,1,28,0,0,66112,2,16
1,3582,83,2,0,0,0,0,4,36,0,0,29680,1,12
1,3543,61,1,0,0,0,0,7,5,0,0,26830,1,16
1,3705,57,1,7630,0,26,68000,1,5,48,1912,23140,3,13
1,3742,30,1,0,0,0,0,1,4,0,0,11040,1,12
1,3722,61,1,6230,0,0,0,1,29,31,936,46280,1,10
1,3473,64,1,0,0,0,0,1,13,0,0,26895.16,1,11
1,3481,40,1,6200,999,21,9999999,1,16,52,2080,71120,1,13
1,3540,31,1,0,0,0,0,2,99,0,0,18489,1,10
1,717,66,1,0,0,0,0,1,18,0,0,120130,2,17
1,1005,66,1,6230,0,0,4500,1,14,9,450,107550,3,14
1,1320,35,1,160,0,13,91540,1,2,47,1880,55700.42,2,16
1,343,40,1,230,0,3,65000,1,6,49,2205,56394,2,17
1,230,73,1,0,0,0,0,1,22,0,0,31350,1,14
1,1180,73,2,0,0,0,0,9,99,0,0,95560,3,16
1,288,44,1,6200,0,14,52000,1,2,49,2187,113149.28,1,13
1,90,73,1,0,0,0,0,1,30,0,0,32875,3,12
1,452,70,2,0,0,0,0,1,99,0,0,14484.46,2,12
1,3319,80,2,0,0,0,0,1,15,0,0,27009.82,2,14
1,114,67,1,800,0,37,40000,1,13,51,2056,65680,2,16
1,838,29,1,1560,23,6,80000,1,1,50,3000,47970,2,17
1,509,28,2,2630,22,3,45000,1,3,48,2924,42240,2,16
1,913,27,1,1200,0,5,140000,1,1,49,2695,41780,4,16
1,447,65,1,0,0,0,0,1,10,0,0,82228,2,17
1,4386,63,1,8740,0,10,106000,1,6,49,2009,60006.59,2,16
1,3885,37,1,6200,0,19,60000,1,5,49,2174,70409.76,2,14
1,3900,35,1,1300,0,4,73200,1,3,49,2205,26195,2,17
1,4132,32,1,6230,18,2,30000,1,4,52,3626,50270,2,14
1,3186,70,1,0,0,0,0,1,15,0,0,78610,1,16
1,3413,34,2,3510,17.1,6,32000,1,5,49,1944,22580,1,16
1,2939,37,1,1860,0,12,36000,1,8,48,1936,41340,3,16
1,3291,72,1,2720,25,0,2500,1,16,52,416,40700,2,17
1,3310,40,1,1050,0,8,150000,1,2,46,1840,105800,2,16
1,2926,76,1,0,0,0,0,1,18,0,0,114090,3,17
1,3233,34,1,800,0,7,185000,1,0,51,3060,99928.57,3,17
1,5522,75,2,0,0,0,0,1,18,0,0,10094.69,3,10
1,5582,49,2,4840,8.5,4,13000,1,9,52,1040,29206.71,3,12
1,6970,21,2,4010,10,4,12000,1,1,52,2340,28131,3,12
1,6357,37,1,5550,0,0,33800,1,1,47,1868,74300,3,9
1,4490,75,1,0,0,0,0,1,22,0,0,35720,3,11
1,4023,50,2,10,0,3,137500,1,14,49,2695,65460,3,16
1,2912,76,2,0,0,0,0,1,25,0,0,23694,2,12
1,3384,36,1,9240,0,0,16000,1,0,51,2036,60550,2,14
1,3864,77,2,0,0,0,0,1,25,0,0,16644,2,13
1,1990,58,1,5410,0,9,9999999,1,2,48,1446,54575,3,14
1,1582,79,1,0,0,0,0,1,23,0,0,58200,3,16
1,1876,34,1,3740,23,10,74000,1,10,51,2752,64820,3,14
1,2803,32,1,800,0,7,60000,1,13,50,2016,89092.72,3,16
1,8733,63,1,6200,0,0,6000,1,23,52,780,20778,2,12
1,5095,59,1,8740,18,9,40000,1,7,45,2340,49882.06,2,12
1,5253,55,1,6420,0,0,0,1,3,10,300,32664,2,12
1,8767,45,1,7330,26.94,7,99000,1,2,48,3360,53792,2,12
1,8766,37,1,7150,0,14,107000,1,11,52,2080,59060,2,12
1,7676,22,1,4000,10,1,17000,1,2,51,2040,61320.82,2,14
1,8474,50,2,8730,20.6,5,47000,1,32,49,2205,44465.79,2,12
1,9089,30,2,4720,8.5,0,9999998,1,6,22,864,22812.14,2,13
1,5914,66,1,9150,7.25,1,5200,1,28,39,975,68179,2,8
1,5219,36,1,300,0,12,160000,1,3,50,2008,128798,2,17
1,7821,38,1,9030,200.15,8,260000,1,21,47,1304,69400.41,2,16
1,2040,52,2,5320,17.82,21,36000,1,6,47,1960,26360,2,14
1,2448,27,1,2200,0,5,23000,1,1,49,1960,42440,2,16
1,1699,25,1,4050,9.5,5,16000,1,2,43,1537,17974,3,15
1,4809,61,1,0,0,0,0,1,22,0,0,30330,2,16
1,6375,57,1,4850,0,12,175000,1,0,51,2550,135142.8,3,16
1,8222,29,2,3060,0,0,52000,1,1,51,3084,41300,3,16
1,5664,49,1,4850,0,6,75000,1,4,50,1984,165160,2,14
1,9346,26,1,2340,15,1,0,1,1,0,0,71612.38,3,16
1,532,74,1,7630,20,0,0,1,22,52,1560,40280.22,3,14
1,760,29,1,6230,19.44,2,12334,1,1,50,500,43209.24,6,12
1,1106,28,1,9620,16.35,2,34000,1,10,51,2286,40571.47,3,13
1,1052,51,1,9130,0,26,138000,2,19,51,3036,57688,3,13
1,1118,79,1,0,0,0,0,1,39,0,0,52188.39,3,12
1,4733,63,2,0,0,0,0,2,3,0,0,12388,3,10
1,4794,68,2,0,0,0,0,2,7,0,0,9583,1,11
1,4728,48,2,8740,12,1,13000,2,18,41,2255,12909,3,12
1,4740,43,2,0,0,0,0,2,0,0,0,22376.77,3,10
1,8286,40,2,0,0,0,0,2,1,0,0,12669.74,3,12
1,7094,24,2,0,0,0,0,2,1,0,0,22082,3,13
1,7474,22,1,9130,17.85,2,65000,2,0,52,4160,41375.75,1,14
1,8193,20,1,220,20,0,92000,2,0,52,2678,63453,3,12
1,5883,60,2,0,0,0,0,2,4,0,0,16032,3,8
1,8258,39,2,4010,16.75,1,29000,2,3,51,2056,22744,1,12
1,6089,39,1,5000,14.5,6,35000,2,10,51,2313,43833,1,12
1,6830,42,2,5000,15,1,36000,2,5,50,2772,25886,3,13
1,8905,24,1,6730,14.15,5,26000,2,3,52,2600,53288,3,13
1,8362,41,1,5510,12,4,35000,2,10,51,2056,31471.58,3,13
1,1867,47,1,1550,40,20,85000,1,1,47,1964,83840,3,14
1,2238,22,1,7700,11,0,10000,1,0,51,1530,16390,3,15
1,2389,83,1,0,0,0,0,1,40,0,0,35996.62,3,13
1,4152,74,1,4150,12,1,12000,1,21,52,1032,39034,3,12
1,4146,53,1,7210,0,1,80000,1,10,52,3120,42073.79,3,12
1,3891,40,1,2750,0,0,60000,1,13,51,3060,107810,3,12
1,4392,42,2,2840,17.26,1,39000,1,8,37,2035,53730.69,3,16
1,2843,40,1,4700,13.75,8,38000,1,5,44,2200,70515.11,3,13
1,1637,69,1,430,0,32,9999998,1,51,51,2024,46480,3,10
1,6401,67,2,0,0,0,0,2,99,0,0,23428,2,12
1,4837,65,1,4250,0,0,100,2,40,5,5,9383,3,12
1,4802,62,2,0,0,0,0,2,20,0,0,15560.2,3,99
1,6292,61,2,4110,8.25,4,18900,2,28,47,1510,59988,3,16
1,4691,31,2,0,0,0,0,2,4,0,0,23067,2,16
1,5561,41,1,9620,15,13,40000,2,6,52,2331,43015,3,15
1,6947,39,1,9130,999,20,9999999,2,8,52,2080,78850.94,2,12
1,5577,36,2,910,40.12,17,78000,2,3,47,2563,43934,2,16
1,7289,31,2,430,20.52,7,48000,2,5,51,2193,46370,3,16
1,5356,26,1,9620,19.1,4,52000,2,6,50,2019,38922,3,14
1,4954,23,1,4510,0,0,5450,2,0,52,520,20036,3,11
1,6613,65,2,2010,0,38,56000,2,37,47,1880,68102.49,3,16
1,4450,62,1,7220,20.5,31,40000,1,19,47,1892,20894,3,11
1,4161,46,2,5400,14.3,4,45000,1,20,51,2550,24610,3,12
1,854,74,1,0,0,0,0,1,22,0,0,25996,1,11
1,181,84,2,0,0,0,0,1,19,0,0,14505,3,14
1,610,81,1,0,0,0,0,7,22,0,0,106887.01,4,16
1,904,80,2,0,0,0,0,1,14,0,0,48347,3,13
1,880,51,1,50,0,4,163000,1,9,48,2410,142478.95,4,16
1,745,39,1,120,0,17,255000,1,0,49,2440,128256,3,17
1,152,37,2,5700,0,6,53000,1,1,48,1769,44271.57,2,16
1,209,35,1,3060,0,0,70000,1,1,43,3010,63855.3,2,17
1,527,70,1,0,0,0,0,1,10,0,0,62739.82,2,16
1,332,67,1,0,0,0,0,1,13,0,0,115070,2,16
1,4884,82,2,2750,0,16,600,1,8,52,52,35566.11,3,12
1,8078,62,2,3520,22.3,2,36000,1,12,51,1518,44441.83,2,14
1,9020,56,1,4760,19,1,6000,1,9,9,357,30900,1,12
1,7111,37,2,430,0,10,56000,1,4,49,2460,42740,3,16
1,6009,33,1,1006,0,10,72000,1,2,48,2151,50480,2,17
1,9405,30,1,7200,24,10,50000,1,8,47,1982,97772.18,2,10
1,6304,26,1,7140,17.25,3,36000,1,4,48,3107,60058.23,3,13
1,5107,65,1,4720,17.5,20,27125,1,5,46,1840,119180,3,16
1,5149,39,1,3260,44.94,5,104000,1,10,50,2241,65592,2,17
1,5821,36,1,1460,0,5,85000,1,6,51,2024,46750,3,16
1,8463,33,1,4965,24,6,71000,1,11,51,2958,67958,2,15
1,631,64,2,3320,0,40,39000,2,35,52,2080,38483.17,4,14
1,1452,78,2,0,0,0,0,1,25,0,0,7324,4,14
1,2553,49,1,3730,0,26,92000,1,14,47,1880,69678,4,16
1,5418,53,2,2300,21.22,19,42000,1,14,49,1960,45178,1,16
1,8143,31,1,2330,0,8,85000,1,2,52,2080,79300,1,17
1,6183,27,2,5550,23.5,3,49000,1,3,52,2496,34761,1,17
1,7569,25,1,0,0,0,0,1,0,0,0,87132,1,17
1,4979,59,1,6200,0,12,129000,1,7,51,3060,122520,1,16
1,7952,39,1,430,20,0,25000,2,3,45,1350,40830,3,11
1,3322,57,2,0,0,0,0,1,23,0,0,31977.41,1,14
1,3407,33,1,5000,0,1,77000,1,4,44,1661,52450.68,1,16
1,2908,43,1,4110,15,7,27000,7,5,51,2550,52506,3,11
1,2919,28,1,9810,0,2,40000,1,3,52,2080,30490.98,3,14
1,6229,89,1,0,0,0,0,1,36,0,0,34563,3,12
1,7125,69,1,0,0,0,0,1,17,0,0,42040,3,14
1,7459,57,2,4820,0,35,68000,1,27,46,1932,62124,3,14
1,8080,31,1,3850,0,5,72000,1,11,50,2750,136152,1,14
1,6976,33,1,2920,0,4,70000,1,11,52,4368,69792.17,1,16
1,366,75,2,0,0,0,0,1,99,0,0,52395,1,16
1,727,42,1,50,0,10,325000,1,5,49,2460,135929,1,17
1,5501,74,1,0,0,0,0,1,22,0,0,31610,2,15
1,4652,53,1,4810,0,0,0,1,2,50,2008,53013.21,3,15
1,4521,28,1,4760,17.5,0,38000,1,8,49,3159,24980,2,12
1,8333,38,1,4750,0,2,58000,1,16,49,2706,53848,3,12
1,2704,94,2,0,0,0,0,1,25,0,0,53025.68,2,12
1,1401,66,1,9150,9,6,13572,1,14,51,1479,60815.32,2,16
1,1644,44,1,8140,27,10,74000,1,3,49,2205,100431.4,2,12
1,1526,72,2,5850,11,0,26000,1,18,49,1862,61668,3,12
1,2495,50,1,2630,0,0,62000,1,4,31,1535,94350.38,3,15
1,2172,49,1,2025,30,20,65000,1,0,42,1392,66167,3,16
1,9458,77,1,0,0,0,0,1,27,0,0,86715.39,3,17
1,8568,83,2,0,0,0,0,1,15,0,0,53796,4,12
1,4656,62,1,0,0,0,0,1,5,0,0,73691.92,4,16
1,9195,32,1,5620,20.05,2,35000,1,3,49,2205,33860,4,13
1,9098,67,1,3010,0,0,505000,1,7,13,546,138063.65,2,17
1,7500,37,1,120,0,6,140000,1,4,50,3040,192820.78,4,16
1,9042,44,1,2200,0,3,20000,1,4,52,1820,12520,2,12
1,9292,36,1,6260,0,0,0,1,6,48,1936,74080,2,15
1,6846,70,1,0,0,0,0,1,18,0,0,41276,2,12
1,7754,65,1,9120,13.96,1,26000,1,16,50,2232,88937.51,1,17
1,9308,35,1,0,0,0,0,1,99,0,0,13157.95,1,12
1,3008,78,1,0,0,0,0,1,26,0,0,32560,3,14
1,3404,25,2,4000,13.5,2,21000,1,6,49,2098,43297,4,16
1,1379,54,1,3060,0,0,600000,1,3,43,2135,240270,3,17
1,2744,28,1,4760,14,2,26000,1,8,49,1944,43766.15,3,16
1,1953,79,1,0,0,0,0,1,23,0,0,44559.09,2,17
1,1744,47,1,6260,0,0,40000,1,1,51,1530,70115,2,15
1,2739,46,1,5510,34,18,72000,1,12,46,1824,70434,2,13
1,2241,42,1,2320,0,15,78000,1,8,51,3272,89306,2,17
1,30,56,1,0,0,0,0,1,23,0,0,9156,2,12
1,939,47,1,8800,15,0,45000,1,3,51,2355,18135.6,2,13
1,951,43,2,5510,0,0,625,1,6,5,56,15149.71,2,12
1,104,35,2,3600,11.69,2,28000,1,0,51,3024,27084,2,16
1,20,25,1,7700,12.5,0,38000,1,6,50,2068,30274,2,11
1,1018,73,1,0,0,0,0,1,21,0,0,44496,2,11
1,56,45,1,5000,0,7,80000,1,10,48,2400,37741.75,2,17
1,13,35,1,0,0,0,0,1,6,0,0,29480,2,12
1,50,48,2,2540,11,0,1700,1,17,11,165,19603,2,14
1,5218,84,1,0,0,0,0,1,30,0,0,71896,3,17
1,5948,79,2,0,0,0,0,1,5,0,0,63774,2,16
1,7173,58,1,0,0,0,0,1,6,0,0,44930,2,12
1,5073,59,1,1430,0,28,145348,1,2,48,2112,118514,2,16
1,5121,61,2,5140,15.16,17,38052,1,18,47,1980,63502,2,12
1,5575,45,1,7100,22.35,3,46521,1,8,51,2080,45345,2,15
1,8415,26,1,5000,11,0,16000,1,0,42,1470,29240,2,13
1,2239,76,1,5510,15,4,7800,1,24,51,510,31723.98,3,10
1,1532,53,1,6440,0,0,0,1,15,51,2040,92668,3,12
1,2264,35,1,3850,31.5,9,80000,1,10,52,4160,57270,3,14
1,594,91,2,0,0,0,0,1,8,0,0,41190,2,12
1,418,64,2,3255,0,0,27000,1,7,11,354,43844,2,17
1,42,58,2,3255,0,9,90000,1,19,51,2024,41460,2,12
1,1150,59,1,1460,28,1,58000,1,25,50,2772,47360,2,14
1,3154,56,1,4140,11,11,24000,1,12,30,758,49347.81,2,12
1,6556,82,1,0,0,0,0,1,26,0,0,34346.17,4,17
1,8054,51,1,2320,0,18,76000,1,3,50,2016,91536,4,17
1,8503,60,1,350,0,0,96880,1,41,47,2350,40277,6,12
1,9536,39,1,2100,0,11,85000,1,0,50,2500,66310,3,17
1,8823,44,1,1107,0,0,20000,1,17,52,1040,85371.38,4,17
1,6300,81,2,5420,0,0,240,1,21,2,16,39660,3,17
1,6237,39,2,4350,0,0,10000,1,6,52,1040,80026.29,3,14
1,8265,38,2,800,0,16,62000,1,2,49,1798,37914,3,16
1,6523,37,1,8800,22,4,45000,1,14,49,1944,52308,3,17
1,6367,64,1,0,0,0,0,1,12,0,0,43809,3,12
1,6641,60,1,4850,0,29,130000,1,15,50,2750,60826,3,12
1,6811,44,1,50,0,0,30000,1,9,52,1560,69608,3,16
1,1553,62,2,4720,0,0,9999998,1,99,16,240,15600.96,3,14
1,2678,38,1,300,0,12,113000,1,4,46,1848,44384,3,16
1,2705,38,1,5600,25,6,85000,1,0,46,2760,67276,3,16
1,1493,39,1,410,14.5,3,28000,1,12,52,2116,34366.9,3,11
1,1660,39,1,1740,0,1,115000,1,8,46,1856,134280,3,16
1,2639,64,1,10,0,20,9999998,1,8,49,2695,148134.68,3,16
1,1995,61,1,6200,0,7,135000,1,9,47,1880,83836,3,14
1,1960,56,2,0,0,0,0,1,99,0,0,29615,3,17
1,2133,37,1,120,0,1,135000,1,8,46,2280,88225.69,3,16
1,1654,36,1,9600,16,5,80000,1,16,34,2074,95920,3,12
1,7427,72,2,0,0,0,0,1,20,0,0,6829,4,15
1,8671,37,1,5550,0,0,8000,1,3,40,1672,64040,4,10
1,93,63,1,0,0,0,0,1,5,0,0,168344,2,17
1,714,60,1,120,0,0,160000,1,4,42,2100,126660,4,16
1,1128,27,1,1710,0,0,24000,1,0,50,1512,32000,2,17
1,258,60,1,205,0,29,79000,1,4,50,2850,47760,4,16
1,241,34,1,2830,0,2,43000,1,0,50,2000,22550,4,17
1,39,33,1,9820,32,14,70000,1,8,51,2040,53070,4,14
1,606,31,1,430,0,20,126000,1,0,47,2820,89792,4,16
1,67,30,1,6230,17,3,34000,1,2,48,1872,23917.67,4,17
1,81,29,1,2310,0,1,45000,1,1,52,2080,67140,4,17
1,348,24,1,4760,0,0,36000,1,0,42,1471,37110,4,17
1,31,60,1,0,0,0,0,1,5,0,0,100328.6,4,14
1,125,61,1,2900,43.16,26,91827,1,5,52,2072,82466,4,17
1,222,33,1,2010,16,1,40000,1,7,51,2805,42499.27,4,17
1,6064,63,1,4700,0,18,108000,1,12,48,2385,129834.92,4,15
1,8489,44,2,7700,13.5,2,24000,1,10,48,1936,70770,4,12
1,5868,43,2,3310,33,10,75000,1,0,48,1608,35310,4,15
1,9313,59,1,140,0,6,120000,1,2,45,1936,95540,4,14
1,5083,32,1,7220,25,1,70000,1,7,51,2550,41581.38,4,13
1,8190,27,1,5000,0,0,115000,1,1,42,2100,92952,3,14
1,2623,41,1,8140,0,0,58000,1,6,47,2370,47951.75,2,99
1,1423,39,2,5700,0,2,28700,1,9,52,2580,35314,2,12
1,4917,77,1,0,0,0,0,1,21,0,0,95972,1,17
1,6222,51,2,3310,38.25,29,68000,1,99,52,1820,59958.3,1,16
1,6431,55,1,510,0,7,180000,1,4,51,2550,115352,1,14
1,7164,49,1,3720,0,28,108000,1,5,48,2880,134284.65,1,12
1,2651,65,1,5510,0,9,12000,1,23,49,1458,85902,1,11
1,9256,31,1,8810,20,1,7000,1,3,44,1399,20480,4,12
1,6504,38,1,6200,27,8,56000,1,20,51,2040,62318,4,12
1,1003,48,1,110,0,18,177000,1,3,50,2621,167580,1,16
1,995,24,1,5700,12,5,25000,1,4,50,1865,47075.61,3,16
1,1057,22,1,9600,13.75,3,25000,1,4,51,2560,39724.55,3,14
1,466,49,1,7330,20,4,45000,1,6,50,2108,41796,3,12
1,303,72,1,4250,0,0,0,1,35,50,1500,31974,3,12
1,5912,74,1,0,0,0,0,1,19,0,0,37817,3,12
1,7405,21,2,4620,9,0,5000,1,0,51,1280,21871.41,3,14
1,8826,46,1,9800,0,11,86000,1,28,52,3380,84008.6,3,16
